"model_id","family","label","n_predictors","r2","adj_r2","paths","error"
"micro_direct_1908","micro_direct_subsets","ISRAEL + BORDER + FELON + AUTHORITARIAN + GENDER + RACE",6,0.462581589402166,0.38759297396991,"ISRAEL -0.39; BORDER 0.398; FELON -0.288; AUTHORITARIAN 0.163; GENDER -0.077; RACE -0.135",NA
"micro_direct_931","micro_direct_subsets","ISRAEL + BORDER + INFLATION + HEALTHCARE + FELON",5,0.449939241524276,0.387432337152034,"ISRAEL -0.282; BORDER 0.335; INFLATION -0.07; HEALTHCARE 0.152; FELON -0.334",NA
"micro_direct_978","micro_direct_subsets","ISRAEL + BORDER + FELON + PROJECT2025 + RACE",5,0.449525620443433,0.386971713675642,"ISRAEL -0.343; BORDER 0.39; FELON -0.364; PROJECT2025 0.08; RACE -0.131",NA
"micro_direct_1895","micro_direct_subsets","ISRAEL + BORDER + TAX + FELON + PROJECT2025 + AUTHORITARIAN",6,0.461792501541668,0.386693780826552,"ISRAEL -0.419; BORDER 0.367; TAX -0.085; FELON -0.26; PROJECT2025 0.063; AUTHORITARIAN 0.233",NA
"micro_direct_808","micro_direct_subsets","ISRAEL + CHINA + BORDER + FELON + PROJECT2025",5,0.448772627684407,0.386133153557635,"ISRAEL -0.349; CHINA 0.14; BORDER 0.311; FELON -0.367; PROJECT2025 0.095",NA
"micro_direct_1887","micro_direct_subsets","ISRAEL + BORDER + HEALTHCARE + FELON + PROJECT2025 + RACE",6,0.461300389981019,0.38613300253651,"ISRAEL -0.309; BORDER 0.356; HEALTHCARE 0.124; FELON -0.343; PROJECT2025 0.087; RACE -0.107",NA
"micro_direct_1796","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + INFLATION + FELON + AUTHORITARIAN",6,0.460763802566611,0.385521542459627,"ISRAEL -0.409; BORDER 0.378; FENTANYL -0.08; INFLATION -0.07; FELON -0.278; AUTHORITARIAN 0.19",NA
"micro_direct_1614","micro_direct_subsets","ISRAEL + CHINA + BORDER + INFLATION + FELON + AUTHORITARIAN",6,0.460563093496753,0.385292827473044,"ISRAEL -0.392; CHINA 0.084; BORDER 0.343; INFLATION -0.052; FELON -0.273; AUTHORITARIAN 0.172",NA
"micro_direct_963","micro_direct_subsets","ISRAEL + BORDER + HEALTHCARE + AUTHORITARIAN + GENDER",5,0.447950593604057,0.385217706513609,"ISRAEL -0.406; BORDER 0.331; HEALTHCARE 0.247; AUTHORITARIAN 0.359; GENDER -0.065",NA
"micro_direct_1856","micro_direct_subsets","ISRAEL + BORDER + INFLATION + TAX + FELON + AUTHORITARIAN",6,0.460471045906691,0.385187936033206,"ISRAEL -0.407; BORDER 0.371; INFLATION -0.05; TAX -0.085; FELON -0.256; AUTHORITARIAN 0.234",NA
"micro_direct_1631","micro_direct_subsets","ISRAEL + CHINA + BORDER + HEALTHCARE + FELON + RACE",6,0.460373452248815,0.385076724655626,"ISRAEL -0.308; CHINA 0.09; BORDER 0.33; HEALTHCARE 0.091; FELON -0.34; RACE -0.102",NA
"micro_direct_1890","micro_direct_subsets","ISRAEL + BORDER + HEALTHCARE + FELON + GENDER + RACE",6,0.460362236326619,0.385063943721031,"ISRAEL -0.292; BORDER 0.364; HEALTHCARE 0.137; FELON -0.351; GENDER -0.101; RACE -0.154",NA
"micro_direct_1810","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + HEALTHCARE + FELON + PROJECT2025",6,0.460120757355239,0.384788770009459,"ISRAEL -0.305; BORDER 0.325; FENTANYL -0.108; HEALTHCARE 0.18; FELON -0.347; PROJECT2025 0.05",NA
"micro_direct_944","micro_direct_subsets","ISRAEL + BORDER + INFLATION + FELON + RACE",5,0.447414312529293,0.384620484407622,"ISRAEL -0.327; BORDER 0.394; INFLATION -0.063; FELON -0.359; RACE -0.128",NA
"micro_direct_1798","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + INFLATION + FELON + RACE",6,0.459959998461172,0.384605579641801,"ISRAEL -0.349; BORDER 0.401; FENTANYL -0.121; INFLATION -0.082; FELON -0.379; RACE -0.157",NA
"micro_direct_1865","micro_direct_subsets","ISRAEL + BORDER + INFLATION + FELON + PROJECT2025 + AUTHORITARIAN",6,0.459843077708215,0.384472344365175,"ISRAEL -0.408; BORDER 0.375; INFLATION -0.061; FELON -0.269; PROJECT2025 0.072; AUTHORITARIAN 0.194",NA
"micro_direct_1848","micro_direct_subsets","ISRAEL + BORDER + INFLATION + HEALTHCARE + FELON + RACE",6,0.459829284050874,0.384456626011462,"ISRAEL -0.29; BORDER 0.36; INFLATION -0.076; HEALTHCARE 0.128; FELON -0.337; RACE -0.104",NA
"micro_direct_1628","micro_direct_subsets","ISRAEL + CHINA + BORDER + HEALTHCARE + FELON + PROJECT2025",6,0.459499596790041,0.384080935877024,"ISRAEL -0.315; CHINA 0.108; BORDER 0.295; HEALTHCARE 0.12; FELON -0.346; PROJECT2025 0.098",NA
"micro_direct_1805","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + HEALTHCARE + TAX + FELON",6,0.459301873681401,0.38385562349741,"ISRAEL -0.296; BORDER 0.322; FENTANYL -0.125; HEALTHCARE 0.187; TAX -0.038; FELON -0.35",NA
"micro_direct_335","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + FELON",4,0.434075561568889,0.38377116704168,"ISRAEL -0.34; BORDER 0.37; FENTANYL -0.072; FELON -0.37",NA
"micro_direct_1898","micro_direct_subsets","ISRAEL + BORDER + TAX + FELON + AUTHORITARIAN + GENDER",6,0.459227012053615,0.383770316061096,"ISRAEL -0.408; BORDER 0.367; TAX -0.109; FELON -0.25; AUTHORITARIAN 0.234; GENDER 0.038",NA
"micro_direct_981","micro_direct_subsets","ISRAEL + BORDER + FELON + GENDER + RACE",5,0.446548862467603,0.383656687748012,"ISRAEL -0.33; BORDER 0.398; FELON -0.369; GENDER -0.069; RACE -0.162",NA
"micro_direct_969","micro_direct_subsets","ISRAEL + BORDER + TAX + FELON + RACE",5,0.446477341284015,0.383577039157199,"ISRAEL -0.326; BORDER 0.39; TAX -0.059; FELON -0.366; RACE -0.141",NA
"micro_direct_1849","micro_direct_subsets","ISRAEL + BORDER + INFLATION + HEALTHCARE + PROJECT2025 + AUTHORITARIAN",6,0.458984836518275,0.383494348590592,"ISRAEL -0.415; BORDER 0.331; INFLATION -0.093; HEALTHCARE 0.248; PROJECT2025 0.084; AUTHORITARIAN 0.356",NA
"micro_direct_1830","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + FELON + PROJECT2025 + AUTHORITARIAN",6,0.458707200308205,0.383177972444234,"ISRAEL -0.416; BORDER 0.374; FENTANYL -0.054; FELON -0.277; PROJECT2025 0.056; AUTHORITARIAN 0.188",NA
"micro_direct_951","micro_direct_subsets","ISRAEL + BORDER + HEALTHCARE + TAX + FELON",5,0.446009774013485,0.38305633924229,"ISRAEL -0.285; BORDER 0.332; HEALTHCARE 0.145; TAX -0.029; FELON -0.337",NA
"micro_direct_1814","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + HEALTHCARE + PROJECT2025 + AUTHORITARIAN",6,0.458549622716114,0.382998407281153,"ISRAEL -0.429; BORDER 0.326; FENTANYL -0.1; HEALTHCARE 0.265; PROJECT2025 0.055; AUTHORITARIAN 0.354",NA
"micro_direct_1651","micro_direct_subsets","ISRAEL + CHINA + BORDER + FELON + AUTHORITARIAN + GENDER",6,0.45851311494757,0.38295680540537,"ISRAEL -0.395; CHINA 0.098; BORDER 0.336; FELON -0.276; AUTHORITARIAN 0.172; GENDER -0.028",NA
"micro_direct_358","micro_direct_subsets","ISRAEL + BORDER + FELON + PROJECT2025",4,0.433180132334994,0.382796144098105,"ISRAEL -0.337; BORDER 0.368; FELON -0.365; PROJECT2025 0.065",NA
"micro_direct_1812","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + HEALTHCARE + FELON + GENDER",6,0.458125123473307,0.382514675585862,"ISRAEL -0.301; BORDER 0.328; FENTANYL -0.126; HEALTHCARE 0.176; FELON -0.343; GENDER 0.015",NA
"micro_direct_1823","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + TAX + FELON + RACE",6,0.457991543116684,0.38236245610971,"ISRAEL -0.348; BORDER 0.394; FENTANYL -0.115; TAX -0.072; FELON -0.386; RACE -0.172",NA
"micro_direct_958","micro_direct_subsets","ISRAEL + BORDER + HEALTHCARE + FELON + GENDER",5,0.445359463005611,0.382332129256249,"ISRAEL -0.286; BORDER 0.335; HEALTHCARE 0.145; FELON -0.334; GENDER -0.013",NA
"micro_direct_1878","micro_direct_subsets","ISRAEL + BORDER + HEALTHCARE + TAX + FELON + RACE",6,0.457942046841907,0.382306053377987,"ISRAEL -0.292; BORDER 0.356; HEALTHCARE 0.122; TAX -0.067; FELON -0.345; RACE -0.12",NA
"micro_direct_1616","micro_direct_subsets","ISRAEL + CHINA + BORDER + INFLATION + FELON + RACE",6,0.457323198018762,0.381600853556263,"ISRAEL -0.332; CHINA 0.109; BORDER 0.35; INFLATION -0.054; FELON -0.359; RACE -0.125",NA
"micro_direct_964","micro_direct_subsets","ISRAEL + BORDER + HEALTHCARE + AUTHORITARIAN + RACE",5,0.444584821669134,0.381469460495172,"ISRAEL -0.406; BORDER 0.34; HEALTHCARE 0.22; AUTHORITARIAN 0.337; RACE -0.014",NA
"micro_direct_1641","micro_direct_subsets","ISRAEL + CHINA + BORDER + TAX + FELON + RACE",6,0.457204261471367,0.381465321211557,"ISRAEL -0.332; CHINA 0.113; BORDER 0.344; TAX -0.057; FELON -0.366; RACE -0.139",NA
"micro_direct_1817","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + HEALTHCARE + AUTHORITARIAN + GENDER",6,0.457173548660565,0.381430322892271,"ISRAEL -0.42; BORDER 0.325; FENTANYL -0.107; HEALTHCARE 0.275; AUTHORITARIAN 0.361; GENDER -0.041",NA
"micro_direct_800","micro_direct_subsets","ISRAEL + CHINA + BORDER + HEALTHCARE + AUTHORITARIAN",5,0.444414957349258,0.381280293411674,"ISRAEL -0.406; CHINA 0.002; BORDER 0.336; HEALTHCARE 0.223; AUTHORITARIAN 0.34",NA
"micro_direct_342","micro_direct_subsets","ISRAEL + BORDER + INFLATION + FELON",4,0.431734586177651,0.381222104948998,"ISRAEL -0.324; BORDER 0.371; INFLATION -0.051; FELON -0.361",NA
"micro_direct_1818","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + HEALTHCARE + AUTHORITARIAN + RACE",6,0.45676895284701,0.380969271848918,"ISRAEL -0.422; BORDER 0.336; FENTANYL -0.121; HEALTHCARE 0.257; AUTHORITARIAN 0.344; RACE -0.033",NA
"micro_direct_1905","micro_direct_subsets","ISRAEL + BORDER + FELON + PROJECT2025 + AUTHORITARIAN + GENDER",6,0.456430489588239,0.38058358115869,"ISRAEL -0.408; BORDER 0.373; FELON -0.268; PROJECT2025 0.075; AUTHORITARIAN 0.186; GENDER 0.017",NA
"micro_direct_1832","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + FELON + PROJECT2025 + RACE",6,0.456388631388051,0.380535882279406,"ISRAEL -0.356; BORDER 0.395; FENTANYL -0.091; FELON -0.376; PROJECT2025 0.056; RACE -0.149",NA
"micro_direct_1833","micro_direct_subsets","ISRAEL + BORDER + FENTANYL + FELON + AUTHORITARIAN + GENDER",6,0.456361091667123,0.380504499806721,"ISRAEL -0.408; BORDER 0.376; FENTANYL -0.077; FELON -0.275; AUTHORITARIAN 0.18; GENDER 0.022",NA
"micro_direct_1584","micro_direct_subsets","ISRAEL + CHINA + BORDER + FENTANYL + HEALTHCARE + AUTHORITARIAN",6,0.456244779046774,0.380371957518417,"ISRAEL -0.423; CHINA 0.023; BORDER 0.32; FENTANYL -0.119; HEALTHCARE 0.258; AUTHORITARIAN 0.347",NA
"micro_direct_1852","micro_direct_subsets","ISRAEL + BORDER + INFLATION + HEALTHCARE + AUTHORITARIAN + GENDER",6,0.456048285709179,0.380148046505809,"ISRAEL -0.401; BORDER 0.33; INFLATION -0.091; HEALTHCARE 0.262; AUTHORITARIAN 0.367; GENDER -0.067",NA
"micro_direct_1845","micro_direct_subsets","ISRAEL + BORDER + INFLATION + HEALTHCARE + FELON + PROJECT2025",6,0.455841160669357,0.37991202029764,"ISRAEL -0.293; BORDER 0.331; INFLATION -0.072; HEALTHCARE 0.16; FELON -0.34; PROJECT2025 0.079",NA
"micro_direct_1592","micro_direct_subsets","ISRAEL + CHINA + BORDER + FENTANYL + FELON + PROJECT2025",6,0.455471147539023,0.379490377428189,"ISRAEL -0.363; CHINA 0.159; BORDER 0.304; FENTANYL -0.09; FELON -0.38; PROJECT2025 0.075",NA
"micro_direct_360","micro_direct_subsets","ISRAEL + BORDER + FELON + GENDER",4,0.429827859887292,0.379145891877274,"ISRAEL -0.326; BORDER 0.37; FELON -0.353; GENDER 0.026",NA
"micro_direct_792","micro_direct_subsets","ISRAEL + CHINA + BORDER + INFLATION + FELON",5,0.442283770488995,0.378906926226381,"ISRAEL -0.33; CHINA 0.112; BORDER 0.326; INFLATION -0.042; FELON -0.36",NA
"micro_direct_1868","micro_direct_subsets","ISRAEL + BORDER + INFLATION + FELON + AUTHORITARIAN + GENDER",6,0.454898415771064,0.378837729599585,"ISRAEL -0.395; BORDER 0.378; INFLATION -0.06; FELON -0.264; AUTHORITARIAN 0.19; GENDER 0.001",NA
